TOA,Delta TOA,PW,power,angle
13770,255.0,0.5,1.8,40
14025,255.0,0.5,1.8,40
14200,175.0,0.4,1.7,56
14280,80.0,0.5,1.8,40
14535,255.0,0.5,1.8,40
14630,95.0,0.4,1.7,56
14790,160.0,0.5,1.8,40
15045,255.0,0.5,1.8,40
15060,15.0,0.4,1.7,56
15300,240.0,0.5,1.8,40
15490,190.0,0.4,1.7,56
15555,65.0,0.5,1.8,40
15810,255.0,0.5,1.8,40
15920,110.0,0.4,1.7,56
16065,145.0,0.5,1.8,40
16320,255.0,0.5,1.8,40
16350,30.0,0.4,1.7,56
16575,225.0,0.5,1.8,40
16780,205.0,0.4,1.7,56
16830,50.0,0.5,1.8,40
17085,255.0,0.5,1.8,40
17210,125.0,0.4,1.7,56
17340,130.0,0.5,1.8,40
17595,255.0,0.5,1.8,40
17640,45.0,0.4,1.7,56
17850,210.0,0.5,1.8,40
18070,220.0,0.4,1.7,56
18105,35.0,0.5,1.8,40
18360,255.0,0.5,1.8,40
18500,140.0,0.4,1.7,56
18615,115.0,0.5,1.8,40
18870,255.0,0.5,1.8,40
18930,60.0,0.4,1.7,56
19125,195.0,0.5,1.8,40
19360,235.0,0.4,1.7,56
19380,20.0,0.5,1.8,40
19635,255.0,0.5,1.8,40
19790,155.0,0.4,1.7,56
19890,100.0,0.5,1.8,40
20145,255.0,0.5,1.8,40
20220,75.0,0.4,1.7,56
20400,180.0,0.5,1.8,40
20650,250.0,0.4,1.7,56
20655,5.0,0.5,1.8,40
20910,255.0,0.5,1.8,40
21080,170.0,0.4,1.7,56
21165,85.0,0.5,1.8,40
21420,255.0,0.5,1.8,40
21510,90.0,0.4,1.7,56
21675,165.0,0.5,1.8,40
21930,255.0,0.5,1.8,40
21940,10.0,0.4,1.7,56
22185,245.0,0.5,1.8,40
22370,185.0,0.4,1.7,56
22440,70.0,0.5,1.8,40
22695,255.0,0.5,1.8,40
22800,105.0,0.4,1.7,56
22950,150.0,0.5,1.8,40
23205,255.0,0.5,1.8,40
23230,25.0,0.4,1.7,56
23460,230.0,0.5,1.8,40
23660,200.0,0.4,1.7,56
23715,55.0,0.5,1.8,40
23970,255.0,0.5,1.8,40
24090,120.0,0.4,1.7,56
24225,135.0,0.5,1.8,40
24480,255.0,0.5,1.8,40
24520,40.0,0.4,1.7,56
24735,215.0,0.5,1.8,40
24950,215.0,0.4,1.7,56
24990,40.0,0.5,1.8,40
25245,255.0,0.5,1.8,40
25380,135.0,0.4,1.7,56
25500,120.0,0.5,1.8,40
25755,255.0,0.5,1.8,40
25810,55.0,0.4,1.7,56
26010,200.0,0.5,1.8,40
26240,230.0,0.4,1.7,56
26265,25.0,0.5,1.8,40
26520,255.0,0.5,1.8,40
26670,150.0,0.4,1.7,56
26775,105.0,0.5,1.8,40
27030,255.0,0.5,1.8,40
27100,70.0,0.4,1.7,56
27285,185.0,0.5,1.8,40
27530,245.0,0.4,1.7,56
27540,10.0,0.5,1.8,40
27795,255.0,0.5,1.8,40
27960,165.0,0.4,1.7,56
28050,90.0,0.5,1.8,40
28305,255.0,0.5,1.8,40
28390,85.0,0.4,1.7,56
28560,170.0,0.5,1.8,40
28815,255.0,0.5,1.8,40
28820,5.0,0.4,1.7,56
29070,250.0,0.5,1.8,40
29250,180.0,0.4,1.7,56
29325,75.0,0.5,1.8,40
29580,255.0,0.5,1.8,40
29680,100.0,0.4,1.7,56
29835,155.0,0.5,1.8,40
30090,255.0,0.5,1.8,40
30110,20.0,0.4,1.7,56
30345,235.0,0.5,1.8,40
30540,195.0,0.4,1.7,56
30600,60.0,0.5,1.8,40
30855,255.0,0.5,1.8,40
30970,115.0,0.4,1.7,56
31110,140.0,0.5,1.8,40
31365,255.0,0.5,1.8,40
31400,35.0,0.4,1.7,56
31620,220.0,0.5,1.8,40
31830,210.0,0.4,1.7,56
31875,45.0,0.5,1.8,40
32130,255.0,0.5,1.8,40
32260,130.0,0.4,1.7,56
32385,125.0,0.5,1.8,40
32640,255.0,0.5,1.8,40
32690,50.0,0.4,1.7,56
32895,205.0,0.5,1.8,40
33120,225.0,0.4,1.7,56
33150,30.0,0.5,1.8,40
33405,255.0,0.5,1.8,40
33550,145.0,0.4,1.7,56
33660,110.0,0.5,1.8,40
33915,255.0,0.5,1.8,40
33980,65.0,0.4,1.7,56
34170,190.0,0.5,1.8,40
34410,240.0,0.4,1.7,56
34425,15.0,0.5,1.8,40
34680,255.0,0.5,1.8,40
34840,160.0,0.4,1.7,56
34935,95.0,0.5,1.8,40
35190,255.0,0.5,1.8,40
35270,80.0,0.4,1.7,56
35445,175.0,0.5,1.8,40
35700,255.0,0.5,1.8,40
35955,255.0,0.5,1.8,40
36130,175.0,0.4,1.7,56
36210,80.0,0.5,1.8,40
36465,255.0,0.5,1.8,40
36560,95.0,0.4,1.7,56
36720,160.0,0.5,1.8,40
36975,255.0,0.5,1.8,40
36990,15.0,0.4,1.7,56
37230,240.0,0.5,1.8,40
37420,190.0,0.4,1.7,56
37485,65.0,0.5,1.8,40
37740,255.0,0.5,1.8,40
37850,110.0,0.4,1.7,56
37995,145.0,0.5,1.8,40
38250,255.0,0.5,1.8,40
38280,30.0,0.4,1.7,56
38505,225.0,0.5,1.8,40
38710,205.0,0.4,1.7,56
38760,50.0,0.5,1.8,40
39015,255.0,0.5,1.8,40
39140,125.0,0.4,1.7,56
39270,130.0,0.5,1.8,40
39525,255.0,0.5,1.8,40
39570,45.0,0.4,1.7,56
39780,210.0,0.5,1.8,40
40000,220.0,0.4,1.7,56
40035,35.0,0.5,1.8,40
40290,255.0,0.5,1.8,40
40430,140.0,0.4,1.7,56
40545,115.0,0.5,1.8,40
40800,255.0,0.5,1.8,40
40860,60.0,0.4,1.7,56
41055,195.0,0.5,1.8,40
41290,235.0,0.4,1.7,56
41310,20.0,0.5,1.8,40
41565,255.0,0.5,1.8,40
41720,155.0,0.4,1.7,56
41820,100.0,0.5,1.8,40
42075,255.0,0.5,1.8,40
42150,75.0,0.4,1.7,56
42330,180.0,0.5,1.8,40
42580,250.0,0.4,1.7,56
42585,5.0,0.5,1.8,40
42840,255.0,0.5,1.8,40
43010,170.0,0.4,1.7,56
43095,85.0,0.5,1.8,40
43350,255.0,0.5,1.8,40
43440,90.0,0.4,1.7,56
43605,165.0,0.5,1.8,40
43860,255.0,0.5,1.8,40
43870,10.0,0.4,1.7,56
44115,245.0,0.5,1.8,40
44300,185.0,0.4,1.7,56
44370,70.0,0.5,1.8,40
44625,255.0,0.5,1.8,40
44730,105.0,0.4,1.7,56
44880,150.0,0.5,1.8,40
45135,255.0,0.5,1.8,40
45160,25.0,0.4,1.7,56
45390,230.0,0.5,1.8,40
45590,200.0,0.4,1.7,56
45645,55.0,0.5,1.8,40
45900,255.0,0.5,1.8,40
46020,120.0,0.4,1.7,56
46155,135.0,0.5,1.8,40
46410,255.0,0.5,1.8,40
46450,40.0,0.4,1.7,56
46665,215.0,0.5,1.8,40
46880,215.0,0.4,1.7,56
46920,40.0,0.5,1.8,40
47175,255.0,0.5,1.8,40
47310,135.0,0.4,1.7,56
47430,120.0,0.5,1.8,40
47685,255.0,0.5,1.8,40
47740,55.0,0.4,1.7,56
47940,200.0,0.5,1.8,40
48170,230.0,0.4,1.7,56
48195,25.0,0.5,1.8,40
48450,255.0,0.5,1.8,40
48600,150.0,0.4,1.7,56
48705,105.0,0.5,1.8,40
48960,255.0,0.5,1.8,40
49030,70.0,0.4,1.7,56
49215,185.0,0.5,1.8,40
49460,245.0,0.4,1.7,56
49470,10.0,0.5,1.8,40
49725,255.0,0.5,1.8,40
49890,165.0,0.4,1.7,56
49980,90.0,0.5,1.8,40
50235,255.0,0.5,1.8,40
50320,85.0,0.4,1.7,56
50490,170.0,0.5,1.8,40
50745,255.0,0.5,1.8,40
50750,5.0,0.4,1.7,56
51000,250.0,0.5,1.8,40
51180,180.0,0.4,1.7,56
51255,75.0,0.5,1.8,40
51510,255.0,0.5,1.8,40
51610,100.0,0.4,1.7,56
51765,155.0,0.5,1.8,40
52020,255.0,0.5,1.8,40
52040,20.0,0.4,1.7,56
52275,235.0,0.5,1.8,40
52470,195.0,0.4,1.7,56
52530,60.0,0.5,1.8,40
52785,255.0,0.5,1.8,40
52900,115.0,0.4,1.7,56
53040,140.0,0.5,1.8,40
53295,255.0,0.5,1.8,40
53330,35.0,0.4,1.7,56
53550,220.0,0.5,1.8,40
53760,210.0,0.4,1.7,56
53805,45.0,0.5,1.8,40
54060,255.0,0.5,1.8,40
54190,130.0,0.4,1.7,56
54315,125.0,0.5,1.8,40
54570,255.0,0.5,1.8,40
54620,50.0,0.4,1.7,56
54825,205.0,0.5,1.8,40
55050,225.0,0.4,1.7,56
55080,30.0,0.5,1.8,40
55335,255.0,0.5,1.8,40
55480,145.0,0.4,1.7,56
55590,110.0,0.5,1.8,40
55845,255.0,0.5,1.8,40
55910,65.0,0.4,1.7,56
56100,190.0,0.5,1.8,40
56340,240.0,0.4,1.7,56
56355,15.0,0.5,1.8,40
56610,255.0,0.5,1.8,40
56770,160.0,0.4,1.7,56
56865,95.0,0.5,1.8,40
57120,255.0,0.5,1.8,40
57200,80.0,0.4,1.7,56
57375,175.0,0.5,1.8,40
57630,255.0,0.5,1.8,40
57885,255.0,0.5,1.8,40
58060,175.0,0.4,1.7,56
58140,80.0,0.5,1.8,40
58395,255.0,0.5,1.8,40
58490,95.0,0.4,1.7,56
58650,160.0,0.5,1.8,40
58905,255.0,0.5,1.8,40
58920,15.0,0.4,1.7,56
59160,240.0,0.5,1.8,40
59350,190.0,0.4,1.7,56
59415,65.0,0.5,1.8,40
59670,255.0,0.5,1.8,40
59780,110.0,0.4,1.7,56
59925,145.0,0.5,1.8,40
60180,255.0,0.5,1.8,40
60210,30.0,0.4,1.7,56
60435,225.0,0.5,1.8,40
60640,205.0,0.4,1.7,56
60690,50.0,0.5,1.8,40
60945,255.0,0.5,1.8,40
61070,125.0,0.4,1.7,56
61200,130.0,0.5,1.8,40
61455,255.0,0.5,1.8,40
61500,45.0,0.4,1.7,56
61710,210.0,0.5,1.8,40
61930,220.0,0.4,1.7,56
61965,35.0,0.5,1.8,40
62220,255.0,0.5,1.8,40
62360,140.0,0.4,1.7,56
62475,115.0,0.5,1.8,40
62730,255.0,0.5,1.8,40
62790,60.0,0.4,1.7,56
62985,195.0,0.5,1.8,40
63220,235.0,0.4,1.7,56
63240,20.0,0.5,1.8,40
63495,255.0,0.5,1.8,40
63650,155.0,0.4,1.7,56
63750,100.0,0.5,1.8,40
64005,255.0,0.5,1.8,40
64080,75.0,0.4,1.7,56
64260,180.0,0.5,1.8,40
64510,250.0,0.4,1.7,56
64515,5.0,0.5,1.8,40
64770,255.0,0.5,1.8,40
64940,170.0,0.4,1.7,56
65025,85.0,0.5,1.8,40
65280,255.0,0.5,1.8,40
65370,90.0,0.4,1.7,56
65535,165.0,0.5,1.8,40
65790,255.0,0.5,1.8,40
65800,10.0,0.4,1.7,56
66045,245.0,0.5,1.8,40
66230,185.0,0.4,1.7,56
66300,70.0,0.5,1.8,40
66555,255.0,0.5,1.8,40
66660,105.0,0.4,1.7,56
66810,150.0,0.5,1.8,40
67065,255.0,0.5,1.8,40
67090,25.0,0.4,1.7,56
67320,230.0,0.5,1.8,40
67520,200.0,0.4,1.7,56
67575,55.0,0.5,1.8,40
67830,255.0,0.5,1.8,40
67950,120.0,0.4,1.7,56
68085,135.0,0.5,1.8,40
68340,255.0,0.5,1.8,40
68380,40.0,0.4,1.7,56
68595,215.0,0.5,1.8,40
68810,215.0,0.4,1.7,56
68850,40.0,0.5,1.8,40
69105,255.0,0.5,1.8,40
69240,135.0,0.4,1.7,56
69360,120.0,0.5,1.8,40
69615,255.0,0.5,1.8,40
69670,55.0,0.4,1.7,56
69870,200.0,0.5,1.8,40
70100,230.0,0.4,1.7,56
70125,25.0,0.5,1.8,40
70380,255.0,0.5,1.8,40
70530,150.0,0.4,1.7,56
70635,105.0,0.5,1.8,40
70890,255.0,0.5,1.8,40
70960,70.0,0.4,1.7,56
71145,185.0,0.5,1.8,40
71390,245.0,0.4,1.7,56
71400,10.0,0.5,1.8,40
71655,255.0,0.5,1.8,40
71820,165.0,0.4,1.7,56
71910,90.0,0.5,1.8,40
72165,255.0,0.5,1.8,40
72250,85.0,0.4,1.7,56
72420,170.0,0.5,1.8,40
72675,255.0,0.5,1.8,40
72680,5.0,0.4,1.7,56
72930,250.0,0.5,1.8,40
73110,180.0,0.4,1.7,56
73185,75.0,0.5,1.8,40
73440,255.0,0.5,1.8,40
73540,100.0,0.4,1.7,56
73695,155.0,0.5,1.8,40
73950,255.0,0.5,1.8,40
73970,20.0,0.4,1.7,56
74205,235.0,0.5,1.8,40
74400,195.0,0.4,1.7,56
74460,60.0,0.5,1.8,40
74715,255.0,0.5,1.8,40
74830,115.0,0.4,1.7,56
74970,140.0,0.5,1.8,40
75225,255.0,0.5,1.8,40
75260,35.0,0.4,1.7,56
75480,220.0,0.5,1.8,40
75690,210.0,0.4,1.7,56
75735,45.0,0.5,1.8,40
75990,255.0,0.5,1.8,40
76120,130.0,0.4,1.7,56
76245,125.0,0.5,1.8,40
76500,255.0,0.5,1.8,40
76550,50.0,0.4,1.7,56
76755,205.0,0.5,1.8,40
76980,225.0,0.4,1.7,56
77010,30.0,0.5,1.8,40
77265,255.0,0.5,1.8,40
77410,145.0,0.4,1.7,56
77520,110.0,0.5,1.8,40
77775,255.0,0.5,1.8,40
77840,65.0,0.4,1.7,56
78030,190.0,0.5,1.8,40
78270,240.0,0.4,1.7,56
78285,15.0,0.5,1.8,40
78540,255.0,0.5,1.8,40
78700,160.0,0.4,1.7,56
78795,95.0,0.5,1.8,40
79050,255.0,0.5,1.8,40
79130,80.0,0.4,1.7,56
79305,175.0,0.5,1.8,40
79560,255.0,0.5,1.8,40
79815,255.0,0.5,1.8,40
79990,175.0,0.4,1.7,56
80070,80.0,0.5,1.8,40
80325,255.0,0.5,1.8,40
80420,95.0,0.4,1.7,56
80580,160.0,0.5,1.8,40
80835,255.0,0.5,1.8,40
80850,15.0,0.4,1.7,56
81090,240.0,0.5,1.8,40
81280,190.0,0.4,1.7,56
81345,65.0,0.5,1.8,40
81600,255.0,0.5,1.8,40
81710,110.0,0.4,1.7,56
81855,145.0,0.5,1.8,40
82110,255.0,0.5,1.8,40
82140,30.0,0.4,1.7,56
82365,225.0,0.5,1.8,40
82570,205.0,0.4,1.7,56
82620,50.0,0.5,1.8,40
82875,255.0,0.5,1.8,40
83000,125.0,0.4,1.7,56
83130,130.0,0.5,1.8,40
83385,255.0,0.5,1.8,40
83430,45.0,0.4,1.7,56
83640,210.0,0.5,1.8,40
83860,220.0,0.4,1.7,56
83895,35.0,0.5,1.8,40
84150,255.0,0.5,1.8,40
84290,140.0,0.4,1.7,56
84405,115.0,0.5,1.8,40
84660,255.0,0.5,1.8,40
84720,60.0,0.4,1.7,56
84915,195.0,0.5,1.8,40
85150,235.0,0.4,1.7,56
85170,20.0,0.5,1.8,40
85425,255.0,0.5,1.8,40
85580,155.0,0.4,1.7,56
85680,100.0,0.5,1.8,40
85935,255.0,0.5,1.8,40
86010,75.0,0.4,1.7,56
86190,180.0,0.5,1.8,40
86440,250.0,0.4,1.7,56
86445,5.0,0.5,1.8,40
86700,255.0,0.5,1.8,40
86870,170.0,0.4,1.7,56
86955,85.0,0.5,1.8,40
87210,255.0,0.5,1.8,40
87300,90.0,0.4,1.7,56
87465,165.0,0.5,1.8,40
87720,255.0,0.5,1.8,40
87730,10.0,0.4,1.7,56
87975,245.0,0.5,1.8,40
88160,185.0,0.4,1.7,56
88230,70.0,0.5,1.8,40
88485,255.0,0.5,1.8,40
88590,105.0,0.4,1.7,56
88740,150.0,0.5,1.8,40
88995,255.0,0.5,1.8,40
89020,25.0,0.4,1.7,56
89250,230.0,0.5,1.8,40
89450,200.0,0.4,1.7,56
89505,55.0,0.5,1.8,40
89760,255.0,0.5,1.8,40
89880,120.0,0.4,1.7,56
90015,135.0,0.5,1.8,40
90270,255.0,0.5,1.8,40
90310,40.0,0.4,1.7,56
90525,215.0,0.5,1.8,40
90740,215.0,0.4,1.7,56
90780,40.0,0.5,1.8,40
91035,255.0,0.5,1.8,40
91170,135.0,0.4,1.7,56
91290,120.0,0.5,1.8,40
91545,255.0,0.5,1.8,40
91600,55.0,0.4,1.7,56
91800,200.0,0.5,1.8,40
92030,230.0,0.4,1.7,56
92055,25.0,0.5,1.8,40
92310,255.0,0.5,1.8,40
92460,150.0,0.4,1.7,56
92565,105.0,0.5,1.8,40
92820,255.0,0.5,1.8,40
92890,70.0,0.4,1.7,56
93075,185.0,0.5,1.8,40
93320,245.0,0.4,1.7,56
93330,10.0,0.5,1.8,40
93585,255.0,0.5,1.8,40
93750,165.0,0.4,1.7,56
93840,90.0,0.5,1.8,40
94095,255.0,0.5,1.8,40
94180,85.0,0.4,1.7,56
94350,170.0,0.5,1.8,40
94605,255.0,0.5,1.8,40
94610,5.0,0.4,1.7,56
94860,250.0,0.5,1.8,40
95040,180.0,0.4,1.7,56
95115,75.0,0.5,1.8,40
95370,255.0,0.5,1.8,40
95470,100.0,0.4,1.7,56
95625,155.0,0.5,1.8,40
95880,255.0,0.5,1.8,40
95900,20.0,0.4,1.7,56
96135,235.0,0.5,1.8,40
96330,195.0,0.4,1.7,56
96390,60.0,0.5,1.8,40
96645,255.0,0.5,1.8,40
96760,115.0,0.4,1.7,56
96900,140.0,0.5,1.8,40
97155,255.0,0.5,1.8,40
97190,35.0,0.4,1.7,56
97410,220.0,0.5,1.8,40
97620,210.0,0.4,1.7,56
97665,45.0,0.5,1.8,40
97920,255.0,0.5,1.8,40
98050,130.0,0.4,1.7,56
98175,125.0,0.5,1.8,40
98430,255.0,0.5,1.8,40
98480,50.0,0.4,1.7,56
98685,205.0,0.5,1.8,40
98910,225.0,0.4,1.7,56
98940,30.0,0.5,1.8,40
99195,255.0,0.5,1.8,40
99340,145.0,0.4,1.7,56
99450,110.0,0.5,1.8,40
99705,255.0,0.5,1.8,40
99770,65.0,0.4,1.7,56
99960,190.0,0.5,1.8,40
100200,240.0,0.4,1.7,56
100215,15.0,0.5,1.8,40
100470,255.0,0.5,1.8,40
100630,160.0,0.4,1.7,56
100725,95.0,0.5,1.8,40
100980,255.0,0.5,1.8,40
101060,80.0,0.4,1.7,56
101235,175.0,0.5,1.8,40
101490,255.0,0.5,1.8,40
101745,255.0,0.5,1.8,40
101920,175.0,0.4,1.7,56
102000,80.0,0.5,1.8,40
102255,255.0,0.5,1.8,40
102350,95.0,0.4,1.7,56
102510,160.0,0.5,1.8,40
102765,255.0,0.5,1.8,40
102780,15.0,0.4,1.7,56
103020,240.0,0.5,1.8,40
103210,190.0,0.4,1.7,56
103275,65.0,0.5,1.8,40
103530,255.0,0.5,1.8,40
103640,110.0,0.4,1.7,56
103785,145.0,0.5,1.8,40
104040,255.0,0.5,1.8,40
104070,30.0,0.4,1.7,56
104295,225.0,0.5,1.8,40
104500,205.0,0.4,1.7,56
104550,50.0,0.5,1.8,40
104805,255.0,0.5,1.8,40
104930,125.0,0.4,1.7,56
105060,130.0,0.5,1.8,40
105315,255.0,0.5,1.8,40
105360,45.0,0.4,1.7,56
105570,210.0,0.5,1.8,40
105790,220.0,0.4,1.7,56
105825,35.0,0.5,1.8,40
106080,255.0,0.5,1.8,40
106220,140.0,0.4,1.7,56
106335,115.0,0.5,1.8,40
106590,255.0,0.5,1.8,40
106650,60.0,0.4,1.7,56
106845,195.0,0.5,1.8,40
107080,235.0,0.4,1.7,56
107100,20.0,0.5,1.8,40
107355,255.0,0.5,1.8,40
107510,155.0,0.4,1.7,56
107610,100.0,0.5,1.8,40
107865,255.0,0.5,1.8,40
107940,75.0,0.4,1.7,56
108120,180.0,0.5,1.8,40
108370,250.0,0.4,1.7,56
108375,5.0,0.5,1.8,40
108630,255.0,0.5,1.8,40
108800,170.0,0.4,1.7,56
108885,85.0,0.5,1.8,40
109140,255.0,0.5,1.8,40
109230,90.0,0.4,1.7,56
109395,165.0,0.5,1.8,40
109650,255.0,0.5,1.8,40
109660,10.0,0.4,1.7,56
109905,245.0,0.5,1.8,40
110090,185.0,0.4,1.7,56
110160,70.0,0.5,1.8,40
110415,255.0,0.5,1.8,40
110520,105.0,0.4,1.7,56
110670,150.0,0.5,1.8,40
110925,255.0,0.5,1.8,40
110950,25.0,0.4,1.7,56
111180,230.0,0.5,1.8,40
111380,200.0,0.4,1.7,56
111435,55.0,0.5,1.8,40
111690,255.0,0.5,1.8,40
111810,120.0,0.4,1.7,56
111945,135.0,0.5,1.8,40
112200,255.0,0.5,1.8,40
112240,40.0,0.4,1.7,56
112455,215.0,0.5,1.8,40
112670,215.0,0.4,1.7,56
112710,40.0,0.5,1.8,40
112965,255.0,0.5,1.8,40
113100,135.0,0.4,1.7,56
113220,120.0,0.5,1.8,40
113475,255.0,0.5,1.8,40
113530,55.0,0.4,1.7,56
113730,200.0,0.5,1.8,40
113960,230.0,0.4,1.7,56
113985,25.0,0.5,1.8,40
114240,255.0,0.5,1.8,40
114390,150.0,0.4,1.7,56
114495,105.0,0.5,1.8,40
114750,255.0,0.5,1.8,40
114820,70.0,0.4,1.7,56
115005,185.0,0.5,1.8,40
115250,245.0,0.4,1.7,56
115260,10.0,0.5,1.8,40
115515,255.0,0.5,1.8,40
115680,165.0,0.4,1.7,56
115770,90.0,0.5,1.8,40
116025,255.0,0.5,1.8,40
116110,85.0,0.4,1.7,56
116280,170.0,0.5,1.8,40
116535,255.0,0.5,1.8,40
116540,5.0,0.4,1.7,56
116790,250.0,0.5,1.8,40
116970,180.0,0.4,1.7,56
117045,75.0,0.5,1.8,40
117300,255.0,0.5,1.8,40
117400,100.0,0.4,1.7,56
117555,155.0,0.5,1.8,40
117810,255.0,0.5,1.8,40
117830,20.0,0.4,1.7,56
118065,235.0,0.5,1.8,40
118260,195.0,0.4,1.7,56
118320,60.0,0.5,1.8,40
118575,255.0,0.5,1.8,40
118690,115.0,0.4,1.7,56
118830,140.0,0.5,1.8,40
119085,255.0,0.5,1.8,40
119120,35.0,0.4,1.7,56
119340,220.0,0.5,1.8,40
119550,210.0,0.4,1.7,56
119595,45.0,0.5,1.8,40
119850,255.0,0.5,1.8,40
119980,130.0,0.4,1.7,56
120105,125.0,0.5,1.8,40
120360,255.0,0.5,1.8,40
120410,50.0,0.4,1.7,56
120615,205.0,0.5,1.8,40
120840,225.0,0.4,1.7,56
120870,30.0,0.5,1.8,40
121125,255.0,0.5,1.8,40
121270,145.0,0.4,1.7,56
121380,110.0,0.5,1.8,40
121635,255.0,0.5,1.8,40
121700,65.0,0.4,1.7,56
121890,190.0,0.5,1.8,40
122130,240.0,0.4,1.7,56
122145,15.0,0.5,1.8,40
122400,255.0,0.5,1.8,40
122560,160.0,0.4,1.7,56
122655,95.0,0.5,1.8,40
122910,255.0,0.5,1.8,40
122990,80.0,0.4,1.7,56
123165,175.0,0.5,1.8,40
123420,255.0,0.5,1.8,40
123675,255.0,0.5,1.8,40
123850,175.0,0.4,1.7,56
123930,80.0,0.5,1.8,40
124185,255.0,0.5,1.8,40
124280,95.0,0.4,1.7,56
124440,160.0,0.5,1.8,40
124695,255.0,0.5,1.8,40
124710,15.0,0.4,1.7,56
124950,240.0,0.5,1.8,40
125140,190.0,0.4,1.7,56
125205,65.0,0.5,1.8,40
125460,255.0,0.5,1.8,40
125570,110.0,0.4,1.7,56
125715,145.0,0.5,1.8,40
125970,255.0,0.5,1.8,40
126000,30.0,0.4,1.7,56
126225,225.0,0.5,1.8,40
126430,205.0,0.4,1.7,56
126480,50.0,0.5,1.8,40
126735,255.0,0.5,1.8,40
126860,125.0,0.4,1.7,56
126990,130.0,0.5,1.8,40
127245,255.0,0.5,1.8,40
127290,45.0,0.4,1.7,56
127500,210.0,0.5,1.8,40
127720,220.0,0.4,1.7,56
127755,35.0,0.5,1.8,40
128010,255.0,0.5,1.8,40
128150,140.0,0.4,1.7,56
128265,115.0,0.5,1.8,40
128520,255.0,0.5,1.8,40
128580,60.0,0.4,1.7,56
128775,195.0,0.5,1.8,40
129010,235.0,0.4,1.7,56
129030,20.0,0.5,1.8,40
129285,255.0,0.5,1.8,40
129440,155.0,0.4,1.7,56
129540,100.0,0.5,1.8,40
129795,255.0,0.5,1.8,40
129870,75.0,0.4,1.7,56
130050,180.0,0.5,1.8,40
130300,250.0,0.4,1.7,56
130305,5.0,0.5,1.8,40
130560,255.0,0.5,1.8,40
130730,170.0,0.4,1.7,56
130815,85.0,0.5,1.8,40
131070,255.0,0.5,1.8,40
131160,90.0,0.4,1.7,56
131325,165.0,0.5,1.8,40
131580,255.0,0.5,1.8,40
131590,10.0,0.4,1.7,56
131835,245.0,0.5,1.8,40
132020,185.0,0.4,1.7,56
132090,70.0,0.5,1.8,40
132345,255.0,0.5,1.8,40
132450,105.0,0.4,1.7,56
