TOA,Delta TOA,PW,power,angle
4002,161,0.4,1.7,34
4163,161,0.4,1.7,34
4324,161,0.4,1.7,34
3723.7,-600.3,0.5,1.9,37
3745,21.3,0.3,1.4,3
4485,740,0.4,1.7,34
3890.9,-594.1,0.4,1.6,43
3944.1,53.2,0.6,2.4,52
3997,52.9,0.3,1.4,3
4078.5,81.5,0.5,1.9,37
4204,125.5,0.3,1.4,3
4646,442,0.4,1.7,34
4437.2,-208.8,0.5,1.9,37
4456.8,19.6,0.4,1.6,43
4618,161.2,0.3,1.4,3
4803.8,185.8,0.5,1.9,37
4807,3.2,0.4,1.7,34
4825,18,0.3,1.4,3
4968,143,0.4,1.7,34
4998.6,30.6,0.4,1.6,43
5032,33.4,0.3,1.4,3
5129,97,0.4,1.7,34
5198,69,0.5,1.9,37
5239,41,0.3,1.4,3
5290,51,0.4,1.7,34
5318.7,28.7,0.6,2.4,52
5446,127.3,0.3,1.4,3
5451,5,0.4,1.7,34
5529.1,78.1,0.5,1.9,37
5558.4,29.3,0.4,1.6,43
5612,53.6,0.4,1.7,34
5653,41,0.3,1.4,3
5773,120,0.4,1.7,34
5860,87,0.3,1.4,3
5887.9,27.9,0.5,1.9,37
5934,46.1,0.4,1.7,34
6095,161,0.4,1.7,34
6142.4,47.4,0.4,1.6,43
6175,32.6,0.3,1.4,3
6230.8,55.8,0.5,1.9,37
6256,25.2,0.4,1.7,34
6417,161,0.4,1.7,34
6490,73,0.3,1.4,3
6578,88,0.4,1.7,34
6593.5,15.5,0.5,1.9,37
6693.4,99.9,0.6,2.4,52
6702.2,8.8,0.4,1.6,43
6739,36.8,0.4,1.7,34
6805,66,0.3,1.4,3
6900,95,0.4,1.7,34
6944.3,44.3,0.5,1.9,37
6946,1.7,0.4,1.7,34
6992,46,0.4,1.7,34
7038,46,0.4,1.7,34
7084,46,0.4,1.7,34
7120,36,0.3,1.4,3
7130,10,0.4,1.7,34
7176,46,0.4,1.7,34
7222,46,0.4,1.7,34
7256.1,34.1,0.4,1.6,43
7268,11.9,0.4,1.7,34
7314,46,0.4,1.7,34
7360,46,0.4,1.7,34
7406,46,0.4,1.7,34
7435,29,0.3,1.4,3
7452,17,0.4,1.7,34
7498,46,0.4,1.7,34
7544,46,0.4,1.7,34
7590,46,0.4,1.7,34
7636,46,0.4,1.7,34
7682,46,0.4,1.7,34
7705.1,23.1,0.5,1.9,37
7728,22.9,0.4,1.7,34
7750,22,0.3,1.4,3
7774,24,0.4,1.7,34
7820,46,0.4,1.7,34
7840,20,0.4,1.6,43
7866,26,0.4,1.7,34
7912,46,0.4,1.7,34
7958,46,0.4,1.7,34
7985.5,27.5,0.6,2.4,52
8004,18.5,0.4,1.7,34
8048.1,44.1,0.5,1.9,37
8050,1.9,0.4,1.7,34
8065,15,0.3,1.4,3
8096,31,0.4,1.7,34
8142,46,0.4,1.7,34
8188,46,0.4,1.7,34
8234,46,0.4,1.7,34
8280,46,0.4,1.7,34
8380,100,0.3,1.4,3
8393.9,13.9,0.4,1.6,43
8402.9,9,0.5,1.9,37
8602,199.1,0.4,1.7,34
8695,93,0.3,1.4,3
8769.5,74.5,0.5,1.9,37
8924,154.5,0.4,1.7,34
8947.7,23.7,0.4,1.6,43
9010,62.3,0.3,1.4,3
9246,236,0.4,1.7,34
9175.5,-70.5,0.5,1.9,37
9250.2,74.7,0.6,2.4,52
9298,47.8,0.3,1.4,3
9568,270,0.4,1.7,34
9519.6,-48.4,0.4,1.6,43
9557.9,38.3,0.5,1.9,37
9586,28.1,0.3,1.4,3
9890,304,0.4,1.7,34
10212,322,0.4,1.7,34
9896.9,-315.1,0.5,1.9,37
10018,121.1,0.3,1.4,3
10079.5,61.5,0.4,1.6,43
10162,82.5,0.3,1.4,3
10299,137,0.5,1.9,37
10306,7,0.3,1.4,3
10432.4,126.4,0.6,2.4,52
10450,17.6,0.3,1.4,3
10534,84,0.4,1.7,34
10576,42,0.3,1.4,3
10627.3,51.3,0.4,1.6,43
10677.4,50.1,0.5,1.9,37
10702,24.6,0.3,1.4,3
10856,154,0.4,1.7,34
11178,322,0.4,1.7,34
11075.5,-102.5,0.5,1.9,37
11080,4.5,0.3,1.4,3
11175.1,95.1,0.4,1.6,43
11206,30.9,0.3,1.4,3
11500,294,0.4,1.7,34
11438.2,-61.8,0.5,1.9,37
11458,19.8,0.3,1.4,3
11822,364,0.4,1.7,34
11669.6,-152.4,0.6,2.4,52
11710,40.4,0.3,1.4,3
11777.2,67.2,0.5,1.9,37
11827,49.8,0.3,1.4,3
12144,317,0.4,1.7,34
12466,322,0.4,1.7,34
12163.5,-302.5,0.5,1.9,37
12178,14.5,0.3,1.4,3
12264.7,86.7,0.4,1.6,43
12295,30.3,0.3,1.4,3
12788,493,0.4,1.7,34
12506.5,-281.5,0.5,1.9,37
12529,22.5,0.3,1.4,3
13110,581,0.4,1.7,34
13432,322,0.4,1.7,34
12800.5,-631.5,0.4,1.6,43
12880,79.5,0.3,1.4,3
12904.6,24.6,0.5,1.9,37
12952,47.4,0.3,1.4,3
12989.3,37.3,0.6,2.4,52
13024,34.7,0.3,1.4,3
13754,730,0.4,1.7,34
14076,322,0.4,1.7,34
13239.7,-836.3,0.5,1.9,37
14398,1158.3,0.4,1.7,34
13360.4,-1037.6,0.4,1.6,43
13384,23.6,0.3,1.4,3
14720,1336,0.4,1.7,34
15042,322,0.4,1.7,34
15364,322,0.4,1.7,34
13633.9,-1730.1,0.5,1.9,37
13744,110.1,0.3,1.4,3
15686,1942,0.4,1.7,34
13908.2,-1777.8,0.4,1.6,43
14008.4,100.2,0.5,1.9,37
14032,23.6,0.3,1.4,3
14171.5,139.5,0.6,2.4,52
14176,4.5,0.3,1.4,3
16008,1832,0.4,1.7,34
14398.6,-1609.4,0.5,1.9,37
14444,45.4,0.4,1.6,43
14464,20,0.3,1.4,3
16330,1866,0.4,1.7,34
16652,322,0.4,1.7,34
14773.1,-1878.9,0.5,1.9,37
14896,122.9,0.3,1.4,3
14997.8,101.8,0.4,1.6,43
15040,42.2,0.3,1.4,3
16974,1934,0.4,1.7,34
17296,322,0.4,1.7,34
15159.4,-2136.6,0.5,1.9,37
15175,15.6,0.3,1.4,3
17618,2443,0.4,1.7,34
17940,322,0.4,1.7,34
18055,115,0.4,1.7,34
18170,115,0.4,1.7,34
18285,115,0.4,1.7,34
18400,115,0.4,1.7,34
18515,115,0.4,1.7,34
15518.6,-2996.4,0.6,2.4,52
15545.8,27.2,0.5,1.9,37
15581.7,35.9,0.4,1.6,43
15697,115.3,0.3,1.4,3
15896.6,199.6,0.5,1.9,37
15904,7.4,0.3,1.4,3
18630,2726,0.4,1.7,34
16123.5,-2506.5,0.4,1.6,43
16227.7,104.2,0.5,1.9,37
16318,90.3,0.3,1.4,3
18745,2427,0.4,1.7,34
16566.7,-2178.3,0.5,1.9,37
16659.3,92.6,0.4,1.6,43
16732,72.7,0.3,1.4,3
16810.8,78.8,0.6,2.4,52
16913.6,102.8,0.5,1.9,37
16939,25.4,0.3,1.4,3
18860,1921,0.4,1.7,34
17231.2,-1628.8,0.4,1.6,43
17311.8,80.6,0.5,1.9,37
17353,41.2,0.3,1.4,3
18975,1622,0.4,1.7,34
17702,-1273,0.5,1.9,37
17803.1,101.1,0.4,1.6,43
17875,71.9,0.3,1.4,3
17993,118,0.6,2.4,52
18041,48,0.5,1.9,37
18190,149,0.3,1.4,3
18357,167,0.4,1.6,43
18376.1,19.1,0.5,1.9,37
18505,128.9,0.3,1.4,3
18750.6,245.6,0.5,1.9,37
18820,69.4,0.3,1.4,3
18892.7,72.7,0.4,1.6,43
19090,197.3,0.4,1.7,34
19135,45,0.3,1.4,3
19152.7,17.7,0.5,1.9,37
19205,52.3,0.4,1.7,34
19320,115,0.4,1.7,34
19340.1,20.1,0.6,2.4,52
19435,94.9,0.4,1.7,34
19450,15,0.3,1.4,3
19470.7,20.7,0.4,1.6,43
19550,79.3,0.4,1.7,34
19665,115,0.4,1.7,34
19765,100,0.3,1.4,3
19780,15,0.4,1.7,34
19895,115,0.4,1.7,34
19929.3,34.3,0.5,1.9,37
20010,80.7,0.4,1.7,34
20018.5,8.5,0.4,1.6,43
20080,61.5,0.3,1.4,3
20125,45,0.4,1.7,34
20240,115,0.4,1.7,34
20319.5,79.5,0.5,1.9,37
20355,35.5,0.4,1.7,34
20395,40,0.3,1.4,3
20470,75,0.4,1.7,34
20584.4,114.4,0.4,1.6,43
20632.3,47.9,0.6,2.4,52
20654.6,22.3,0.5,1.9,37
20700,45.4,0.4,1.7,34
20710,10,0.3,1.4,3
20815,105,0.4,1.7,34
20854,39,0.3,1.4,3
20930,76,0.4,1.7,34
20998,68,0.3,1.4,3
21044.9,46.9,0.5,1.9,37
21120.1,75.2,0.4,1.6,43
21142,21.9,0.3,1.4,3
21160,18,0.4,1.7,34
21275,115,0.4,1.7,34
21286,11,0.3,1.4,3
21390,104,0.4,1.7,34
21407.5,17.5,0.5,1.9,37
21430,22.5,0.3,1.4,3
21459,29,0.4,1.7,34
21528,69,0.4,1.7,34
21574,46,0.3,1.4,3
21597,23,0.4,1.7,34
21666,69,0.4,1.7,34
21668,2,0.4,1.6,43
21718,50,0.3,1.4,3
21735,17,0.4,1.7,34
21778.1,43.1,0.5,1.9,37
21804,25.9,0.4,1.7,34
21862,58,0.3,1.4,3
21869.5,7.5,0.6,2.4,52
21873,3.5,0.4,1.7,34
21942,69,0.4,1.7,34
22006,64,0.3,1.4,3
22011,5,0.4,1.7,34
22080,69,0.4,1.7,34
22149,69,0.4,1.7,34
22150,1,0.3,1.4,3
22160.4,10.4,0.5,1.9,37
22218,57.6,0.4,1.7,34
22227.8,9.8,0.4,1.6,43
22276,48.2,0.3,1.4,3
22287,11,0.4,1.7,34
22356,69,0.4,1.7,34
22402,46,0.3,1.4,3
22425,23,0.4,1.7,34
22494,69,0.4,1.7,34
22527,33,0.5,1.9,37
22528,1,0.3,1.4,3
22563,35,0.4,1.7,34
22632,69,0.4,1.7,34
22654,22,0.3,1.4,3
22701,47,0.4,1.7,34
22770,69,0.4,1.7,34
22780,10,0.3,1.4,3
22781.7,1.7,0.4,1.6,43
22839,57.3,0.4,1.7,34
22862.1,23.1,0.5,1.9,37
22906,43.9,0.3,1.4,3
22908,2,0.4,1.7,34
22977,69,0.4,1.7,34
23032,55,0.3,1.4,3
23046,14,0.4,1.7,34
23115,69,0.4,1.7,34
23158,43,0.3,1.4,3
23161.7,3.7,0.6,2.4,52
23184,22.3,0.4,1.7,34
23244.5,60.5,0.5,1.9,37
23253,8.5,0.4,1.7,34
23284,31,0.3,1.4,3
23322,38,0.4,1.7,34
23329.5,7.5,0.4,1.6,43
23391,61.5,0.4,1.7,34
23410,19,0.3,1.4,3
23460,50,0.4,1.7,34
23527,67,0.3,1.4,3
23621,94,0.4,1.7,34
23644,23,0.3,1.4,3
23650.5,6.5,0.5,1.9,37
23761,110.5,0.3,1.4,3
23782,21,0.4,1.7,34
23878,96,0.3,1.4,3
23883.3,5.3,0.4,1.6,43
23943,59.7,0.4,1.7,34
23995,52,0.3,1.4,3
24013.2,18.2,0.5,1.9,37
24104,90.8,0.4,1.7,34
24112,8,0.3,1.4,3
24265,153,0.4,1.7,34
24344.3,79.3,0.5,1.9,37
24346,1.7,0.3,1.4,3
24419.1,73.1,0.4,1.6,43
24426,6.9,0.4,1.7,34
24463,37,0.3,1.4,3
24587,124,0.4,1.7,34
24748,161,0.4,1.7,34
24909,161,0.4,1.7,34
24742.4,-166.6,0.5,1.9,37
24796,53.6,0.3,1.4,3
25070,274,0.4,1.7,34
25231,161,0.4,1.7,34
24960.9,-270.1,0.4,1.6,43
25012,51.1,0.3,1.4,3
25392,380,0.4,1.7,34
25124.8,-267.2,0.5,1.9,37
25156,31.2,0.3,1.4,3
25553,397,0.4,1.7,34
25714,161,0.4,1.7,34
25875,161,0.4,1.7,34
25463.8,-411.2,0.5,1.9,37
25496.7,32.9,0.4,1.6,43
25588,91.3,0.3,1.4,3
25636,48,0.6,2.4,52
25732,96,0.3,1.4,3
25865.9,133.9,0.5,1.9,37
25876,10.1,0.3,1.4,3
26036,160,0.4,1.7,34
26050.5,14.5,0.4,1.6,43
26164,113.5,0.3,1.4,3
26197,33,0.4,1.7,34
26216.8,19.8,0.5,1.9,37
26308,91.2,0.3,1.4,3
26358,50,0.4,1.7,34
26452,94,0.3,1.4,3
26519,67,0.4,1.7,34
26563.7,44.7,0.5,1.9,37
26596,32.3,0.3,1.4,3
26604.4,8.4,0.4,1.6,43
26680,75.6,0.4,1.7,34
26740,60,0.3,1.4,3
26841,101,0.4,1.7,34
27002,161,0.4,1.7,34
26845.7,-156.3,0.6,2.4,52
26875,29.3,0.3,1.4,3
26910.5,35.5,0.5,1.9,37
26920,9.5,0.3,1.4,3
27163,243,0.4,1.7,34
27324,161,0.4,1.7,34
27485,161,0.4,1.7,34
27646,161,0.4,1.7,34
27807,161,0.4,1.7,34
27164.2,-642.8,0.4,1.6,43
27190,25.8,0.3,1.4,3
27249.6,59.6,0.5,1.9,37
27397,147.4,0.3,1.4,3
27588.6,191.6,0.5,1.9,37
27604,15.4,0.3,1.4,3
27712,108,0.4,1.6,43
27811,99,0.3,1.4,3
27951.2,140.2,0.5,1.9,37
27968,16.8,0.4,1.7,34
28018,50,0.3,1.4,3
28055.4,37.4,0.6,2.4,52
28129,73.6,0.4,1.7,34
28225,96,0.3,1.4,3
28247.8,22.8,0.4,1.6,43
28286.3,38.5,0.5,1.9,37
28290,3.7,0.4,1.7,34
28336,46,0.4,1.7,34
28382,46,0.4,1.7,34
28428,46,0.4,1.7,34
28432,4,0.3,1.4,3
28474,42,0.4,1.7,34
28520,46,0.4,1.7,34
28566,46,0.4,1.7,34
28612,46,0.4,1.7,34
28639,27,0.3,1.4,3
28658,19,0.4,1.7,34
28676.6,18.6,0.5,1.9,37
28704,27.4,0.4,1.7,34
28750,46,0.4,1.7,34
28796,46,0.4,1.7,34
28819.7,23.7,0.4,1.6,43
28842,22.3,0.4,1.7,34
28846,4,0.3,1.4,3
28888,42,0.4,1.7,34
28934,46,0.4,1.7,34
28980,46,0.4,1.7,34
29026,46,0.4,1.7,34
29053,27,0.3,1.4,3
29072,19,0.4,1.7,34
29074.7,2.7,0.5,1.9,37
29118,43.3,0.4,1.7,34
29164,46,0.4,1.7,34
29210,46,0.4,1.7,34
29256,46,0.4,1.7,34
29260,4,0.3,1.4,3
29302,42,0.4,1.7,34
29348,46,0.4,1.7,34
29385.6,37.6,0.4,1.6,43
29394,8.4,0.4,1.7,34
29402.6,8.6,0.6,2.4,52
29417.7,15.1,0.5,1.9,37
29440,22.3,0.4,1.7,34
29486,46,0.4,1.7,34
29532,46,0.4,1.7,34
29575,43,0.3,1.4,3
29578,3,0.4,1.7,34
29624,46,0.4,1.7,34
29670,46,0.4,1.7,34
29819.7,149.7,0.5,1.9,37
29890,70.3,0.3,1.4,3
29921.4,31.4,0.4,1.6,43
29992,70.6,0.4,1.7,34
30178.5,186.5,0.5,1.9,37
30205,26.5,0.3,1.4,3
30314,109,0.4,1.7,34
30511.3,197.3,0.4,1.6,43
30520,8.7,0.3,1.4,3
30584.5,64.5,0.5,1.9,37
30636,51.5,0.4,1.7,34
30694.7,58.7,0.6,2.4,52
30835,140.3,0.3,1.4,3
30958,123,0.4,1.7,34
30978.7,20.7,0.5,1.9,37
31101.3,122.6,0.4,1.6,43
31150,48.7,0.3,1.4,3
31280,130,0.4,1.7,34
31361.1,81.1,0.5,1.9,37
31465,103.9,0.3,1.4,3
31602,137,0.4,1.7,34
31649.1,47.1,0.4,1.6,43
31719.8,70.7,0.5,1.9,37
31780,60.2,0.3,1.4,3
31904.4,124.4,0.6,2.4,52
31924,19.6,0.4,1.7,34
32086.4,162.4,0.5,1.9,37
32095,8.6,0.3,1.4,3
32221,126,0.4,1.6,43
32246,25,0.4,1.7,34
32410,164,0.3,1.4,3
32476.7,66.7,0.5,1.9,37
32554,77.3,0.3,1.4,3
32568,14,0.4,1.7,34
32698,130,0.3,1.4,3
32756.8,58.8,0.4,1.6,43
32842,85.2,0.3,1.4,3
32855.1,13.1,0.5,1.9,37
32890,34.9,0.4,1.7,34
32986,96,0.3,1.4,3
33212,226,0.4,1.7,34
33229.6,17.6,0.5,1.9,37
33251.6,22,0.6,2.4,52
33274,22.4,0.3,1.4,3
33340.7,66.7,0.4,1.6,43
33418,77.3,0.3,1.4,3
33534,116,0.4,1.7,34
33562,28,0.3,1.4,3
33608,46,0.5,1.9,37
33706,98,0.3,1.4,3
33856,150,0.4,1.7,34
33918.7,62.7,0.4,1.6,43
33939.1,20.4,0.5,1.9,37
33976,36.9,0.3,1.4,3
34178,202,0.4,1.7,34
34500,322,0.4,1.7,34
34270.3,-229.7,0.5,1.9,37
34354,83.7,0.3,1.4,3
34478.5,124.5,0.4,1.6,43
34480,1.5,0.3,1.4,3
34488.8,8.8,0.6,2.4,52
34606,117.2,0.3,1.4,3
34672.3,66.3,0.5,1.9,37
34732,59.7,0.3,1.4,3
34822,90,0.4,1.7,34
34858,36,0.3,1.4,3
35144,286,0.4,1.7,34
35054.7,-89.3,0.5,1.9,37
35068.5,13.8,0.4,1.6,43
35110,41.5,0.3,1.4,3
35466,356,0.4,1.7,34
35788,322,0.4,1.7,34
35389.8,-398.2,0.5,1.9,37
35461,71.2,0.3,1.4,3
36110,649,0.4,1.7,34
35616.3,-493.7,0.4,1.6,43
35695,78.7,0.3,1.4,3
35698.5,3.5,0.6,2.4,52
35756.4,57.9,0.5,1.9,37
35812,55.6,0.3,1.4,3
36432,620,0.4,1.7,34
36754,322,0.4,1.7,34
36138.8,-615.2,0.5,1.9,37
36163,24.2,0.3,1.4,3
36200.2,37.2,0.4,1.6,43
36280,79.8,0.3,1.4,3
37076,796,0.4,1.7,34
37398,322,0.4,1.7,34
37720,322,0.4,1.7,34
36525.1,-1194.9,0.5,1.9,37
36568,42.9,0.3,1.4,3
38042,1474,0.4,1.7,34
38364,322,0.4,1.7,34
36736,-1628,0.4,1.6,43
36784,48,0.3,1.4,3
38686,1902,0.4,1.7,34
36868,-1818,0.5,1.9,37
36928,60,0.3,1.4,3
36963.1,35.1,0.6,2.4,52
37000,36.9,0.3,1.4,3
39008,2008,0.4,1.7,34
37274.1,-1733.9,0.5,1.9,37
37288,13.9,0.3,1.4,3
37307.9,19.9,0.4,1.6,43
37432,124.1,0.3,1.4,3
39330,1898,0.4,1.7,34
37664.3,-1665.7,0.5,1.9,37
37720,55.7,0.3,1.4,3
37849.7,129.7,0.4,1.6,43
37864,14.3,0.3,1.4,3
38003.3,139.3,0.5,1.9,37
38008,4.7,0.3,1.4,3
39445,1437,0.4,1.7,34
38255.3,-1189.7,0.6,2.4,52
38296,40.7,0.3,1.4,3
38385.7,89.7,0.5,1.9,37
38433.7,48,0.4,1.6,43
38440,6.3,0.3,1.4,3
39560,1120,0.4,1.7,34
39675,115,0.4,1.7,34
39790,115,0.4,1.7,34
39905,115,0.4,1.7,34
40020,115,0.4,1.7,34
40135,115,0.4,1.7,34
40250,115,0.4,1.7,34
38768.1,-1481.9,0.5,1.9,37
38800,31.9,0.3,1.4,3
40365,1565,0.4,1.7,34
40480,115,0.4,1.7,34
38969.4,-1510.6,0.4,1.6,43
39097,127.6,0.3,1.4,3
39103.2,6.2,0.5,1.9,37
39304,200.8,0.3,1.4,3
39493.4,189.4,0.5,1.9,37
39511,17.6,0.3,1.4,3
39520,9,0.6,2.4,52
39535.3,15.3,0.4,1.6,43
39718,182.7,0.3,1.4,3
39867.9,149.9,0.5,1.9,37
39925,57.1,0.3,1.4,3
40113.2,188.2,0.4,1.6,43
40132,18.8,0.3,1.4,3
40238.4,106.4,0.5,1.9,37
40339,100.6,0.3,1.4,3
40595,256,0.4,1.7,34
40644.5,49.5,0.5,1.9,37
40697.2,52.7,0.4,1.6,43
40710,12.8,0.4,1.7,34
40753,43,0.3,1.4,3
40757.2,4.2,0.6,2.4,52
40825,67.8,0.4,1.7,34
40940,115,0.4,1.7,34
40960,20,0.3,1.4,3
41022.9,62.9,0.5,1.9,37
41055,32.1,0.4,1.7,34
41170,115,0.4,1.7,34
41257,87,0.4,1.6,43
41275,18,0.3,1.4,3
41285,10,0.4,1.7,34
41373.7,88.7,0.5,1.9,37
41400,26.3,0.4,1.7,34
41515,115,0.4,1.7,34
41590,75,0.3,1.4,3
41630,40,0.4,1.7,34
41740.4,110.4,0.5,1.9,37
41745,4.6,0.4,1.7,34
41841,96,0.4,1.6,43
41860,19,0.4,1.7,34
41905,45,0.3,1.4,3
41966.9,61.9,0.6,2.4,52
41975,8.1,0.4,1.7,34
42090,115,0.4,1.7,34
42146.4,56.4,0.5,1.9,37
42205,58.6,0.4,1.7,34
42220,15,0.3,1.4,3
42320,100,0.4,1.7,34
42394.8,74.8,0.4,1.6,43
42435,40.2,0.4,1.7,34
42535,100,0.3,1.4,3
42550,15,0.4,1.7,34
42552.4,2.4,0.5,1.9,37
42665,112.6,0.4,1.7,34
42780,115,0.4,1.7,34
42849,69,0.4,1.7,34
42850,1,0.3,1.4,3
42899.3,49.3,0.5,1.9,37
42918,18.7,0.4,1.7,34
42930.6,12.6,0.4,1.6,43
42987,56.4,0.4,1.7,34
43056,69,0.4,1.7,34
43125,69,0.4,1.7,34
43165,40,0.3,1.4,3
43194,29,0.4,1.7,34
43231.6,37.6,0.6,2.4,52
43234.4,2.8,0.5,1.9,37
43263,28.6,0.4,1.7,34
43332,69,0.4,1.7,34
43401,69,0.4,1.7,34
43470,69,0.4,1.7,34
43478.4,8.4,0.4,1.6,43
43480,1.6,0.3,1.4,3
43539,59,0.4,1.7,34
43608,69,0.4,1.7,34
43640.4,32.4,0.5,1.9,37
43677,36.6,0.4,1.7,34
43746,69,0.4,1.7,34
43795,49,0.3,1.4,3
43815,20,0.4,1.7,34
43884,69,0.4,1.7,34
43953,69,0.4,1.7,34
43975.5,22.5,0.5,1.9,37
44022,46.5,0.4,1.7,34
44050.3,28.3,0.4,1.6,43
44091,40.7,0.4,1.7,34
44110,19,0.3,1.4,3
44160,50,0.4,1.7,34
44229,69,0.4,1.7,34
44254,25,0.3,1.4,3
44298,44,0.4,1.7,34
44318.4,20.4,0.5,1.9,37
44367,48.6,0.4,1.7,34
44398,31,0.3,1.4,3
44436,38,0.4,1.7,34
44496.2,60.2,0.6,2.4,52
44505,8.8,0.4,1.7,34
44542,37,0.3,1.4,3
44574,32,0.4,1.7,34
44622.2,48.2,0.4,1.6,43
44643,20.8,0.4,1.7,34
44653.5,10.5,0.5,1.9,37
44686,32.5,0.3,1.4,3
44712,26,0.4,1.7,34
44781,69,0.4,1.7,34
44830,49,0.3,1.4,3
44850,20,0.4,1.7,34
44974,124,0.3,1.4,3
45004.3,30.3,0.5,1.9,37
45011,6.7,0.4,1.7,34
45118,107,0.3,1.4,3
45164,46,0.4,1.6,43
45172,8,0.4,1.7,34
45262,90,0.3,1.4,3
45333,71,0.4,1.7,34
45351.2,18.2,0.5,1.9,37
45406,54.8,0.3,1.4,3
45494,88,0.4,1.7,34
45550,56,0.3,1.4,3
45655,105,0.4,1.7,34
45676,21,0.3,1.4,3
45690.2,14.2,0.5,1.9,37
45733.4,43.2,0.6,2.4,52
45735.9,2.5,0.4,1.6,43
45802,66.1,0.3,1.4,3
45816,14,0.4,1.7,34
45928,112,0.3,1.4,3
45977,49,0.4,1.7,34
46037.1,60.1,0.5,1.9,37
46054,16.9,0.3,1.4,3
46138,84,0.4,1.7,34
46180,42,0.3,1.4,3
46295.8,115.8,0.4,1.6,43
46299,3.2,0.4,1.7,34
46306,7,0.3,1.4,3
46427.4,121.4,0.5,1.9,37
46432,4.6,0.3,1.4,3
46460,28,0.4,1.7,34
46558,98,0.3,1.4,3
46621,63,0.4,1.7,34
46684,63,0.3,1.4,3
46766.4,82.4,0.5,1.9,37
46782,15.6,0.4,1.7,34
46810,28,0.3,1.4,3
46849.6,39.6,0.4,1.6,43
46927,77.4,0.3,1.4,3
46943,16,0.4,1.7,34
47044,101,0.3,1.4,3
47080.6,36.6,0.6,2.4,52
47104,23.4,0.4,1.7,34
47156.7,52.7,0.5,1.9,37
47161,4.3,0.3,1.4,3
47265,104,0.4,1.7,34
47278,13,0.3,1.4,3
47426,148,0.4,1.7,34
47433.6,7.6,0.4,1.6,43
47487.8,54.2,0.5,1.9,37
47512,24.2,0.3,1.4,3
47587,75,0.4,1.7,34
47629,42,0.3,1.4,3
47748,119,0.4,1.7,34
47850.5,102.5,0.5,1.9,37
47863,12.5,0.3,1.4,3
47909,46,0.4,1.7,34
47980,71,0.3,1.4,3
47987.4,7.4,0.4,1.6,43
48052,64.6,0.3,1.4,3
48070,18,0.4,1.7,34
48124,54,0.3,1.4,3
48231,107,0.4,1.7,34
48228.9,-2.1,0.5,1.9,37
48268,39.1,0.3,1.4,3
48392,124,0.4,1.7,34
48372.7,-19.3,0.6,2.4,52
48412,39.3,0.3,1.4,3
